"","Gene","RE22","BAA_450"
"1303","Glutamate synthase [NADPH] large chain (EC 1.4.1.13)",1,1
"1304","Glutamate synthase [NADPH] small chain (EC 1.4.1.13)",1,1
"1305","tRNA pseudouridine(55) synthase (EC 5.4.99.25)",1,1
"1306","Ribosome-binding factor A",1,1
"1307","Translation initiation factor 2",1,1
"1308","Transcription termination protein NusA",1,1
"1309","Bacterial ribosome SSU maturation protein RimP",1,1
"1310","tRNA-Leu-GAG",1,1
"1311","Protein translocase membrane subunit SecG",1,1
"1312","FIG01203546: hypothetical protein",1,1
"1313","Uncharacterized N-acetyltransferase YhbS",1,1
"1314","Uncharacterized protein YhbT",1,1
"1315","Uncharacterized protease YhbU",1,1
"1316","Uncharacterized peptidase U32 family member YhbV",1,1
"1317","Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)",1,1
"1318","Peptide chain release factor 2 @ programmed frameshift-containing",1,1
"1319","Na(+)-dependent branched-chain amino acid transporter",1,1
"1320","tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase (EC 2.1.1.223)",1,1
"1321","ATP-dependent RNA helicase SrmB",1,1
"1322","Peptide chain release factor 3",1,1
"1323","C-di-GMP phosphodiesterase A-related protein",1,1
"1324","Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.128)",1,1
"1325","DNA polymerase III psi subunit (EC 2.7.7.7)",1,1
"1326","Phosphoglucosamine mutase (EC 5.4.2.10)",1,1
"1327","Dihydropteroate synthase (EC 2.5.1.15)",1,1
"1328","Cell division-associated, ATP-dependent zinc metalloprotease FtsH",1,1
"1329","23S rRNA (uridine(2552)-2'-O)-methyltransferase (EC 2.1.1.166)",1,1
"1330","RNA-binding protein YhbY",1,1
"1331","Transcription elongation factor GreA",1,1
"1332","Outer membrane porin OmpU",1,1
"1333","Mg2+ transporter mgtE",1,1
"1334","Tyrosyl-tRNA synthetase (EC 6.1.1.1)",1,1
"1335","Peptidase, M23/M37 family",1,1
"1336","RND multidrug efflux transporter; Acriflavin resistance protein",1,1
"1337","Iron-sulfur cluster insertion protein ErpA",1,1
"1338","Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)",1,1
"1339","UPF0118 membrane protein VC0624",1,1
"1340","16S rRNA (guanine(1207)-N(2))-methyltransferase (EC 2.1.1.172)",1,1
"1341","Chitin catabolic cascade sensor histidine kinase ChiS",1,1
"1342","Chitobiose ABC transporter, substrate-binding protein",1,1
"1343","Chitobiose ABC transporter, permease protein 1",1,1
"1344","Chitobiose ABC transporter, permease protein 2",1,1
"1345","Chitobiose ABC transporter, ATP-binding protein 1",1,1
"1346","Chitobiose ABC transporter, ATP-binding protein 2",1,1
"1347","Glucosaminyl-1,4-glucosamine-6-phosphate hydrolase",1,1
"1348","Glucosamine kinase GpsK (EC 2.7.1.8)",1,1
"1349","N,N'-diacetylchitobiose phosphorylase (EC 2.4.1.280)",1,1
"1350","N-acetylglucosamine phosphomutase (EC 5.4.2.3)",1,1
"1351","Ferric iron ABC transporter, ATP-binding protein",1,1
"1352","Ferric iron ABC transporter, permease protein",1,1
"1353","Ferric iron ABC transporter, iron-binding protein",1,1
"1354","Nitrogen regulatory protein P-II, GlnK",1,1
"1355","FIG01200735: hypothetical protein",1,1
"1356","Aconitate hydratase 2 (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99)",1,1
"1357","bifunctional outer membrane translocase / extracellular lipase, PlpD",1,1
"1358","Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)",1,1
"1359","ATP-dependent helicase HrpB",1,1
"1360","Sugar fermentation stimulation protein SfsA",1,1
"1361","RNA polymerase-binding transcription factor DksA",1,1
"1362","Glutamyl-Q tRNA(Asp) synthetase",1,1
"1363","Poly(A) polymerase (EC 2.7.7.19)",1,1
"1364","3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)",1,1
"1365","Pantoate--beta-alanine ligase (EC 6.3.2.1)",1,1
"1366","Uncharacterized efflux ABC transporter, permease protein YadH",1,1
"1367","Uncharacterized efflux ABC transporter, ATP-binding protein YadG",1,1
"1368","Na(+)-dependent bicarbonate transporter BicA",1,1
"1369","Carbonic anhydrase, beta class (EC 4.2.1.1)",1,1
"1370","Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)",1,1
"1371","Quorum-sensing regulator of virulence HapR",1,1
"1372","Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)",1,1
"1373","Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)",1,1
"1374","Pyruvate dehydrogenase E1 component (EC 1.2.4.1)",1,1
"1375","Transcriptional repressor for pyruvate dehydrogenase complex",1,1
"1376","Single-stranded-DNA-specific exonuclease RecJ",1,1
"1377","Thiol:disulfide interchange protein DsbC",1,1
"1378","Site-specific tyrosine recombinase XerD",1,1
"1379","Flavodoxin 2",1,1
"1380","1,6-anhydro-N-acetylmuramyl-L-alanine amidase",1,1
"1381","Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)",1,1
"1382","Type IV pilin PilA",1,1
"1383","Type IV fimbrial assembly, ATPase PilB",1,1
"1384","Type IV fimbrial assembly protein PilC",1,1
"1385","Leader peptidase (Prepilin peptidase) (EC 3.4.23.43) / N-methyltransferase (EC 2.1.1.-)",1,1
"1386","Dephospho-CoA kinase (EC 2.7.1.24)",1,1
"1387","Cell division protein ZapD",1,1
"1388","DNA gyrase inhibitor YacG",1,1
"1389","LSU ribosomal protein L19p",1,1
"1390","tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)",1,1
"1391","16S rRNA processing protein RimM",1,1
"1392","SSU ribosomal protein S16p",1,1
"1393","Signal recognition particle protein Ffh",1,1
"1394","Inner membrane protein YpjD",1,1
"1395","Putative membrane protein YfjD",1,1
"1396","RNA polymerase sigma factor RpoS",1,1
"1397","Murein hydrolase activator NlpD",1,1
"1398","Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)",1,1
"1399","5'-nucleotidase SurE (EC 3.1.3.5)",1,1
"1400","tRNA pseudouridine(13) synthase (EC 5.4.99.27)",1,1
"1401","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)",1,1
"1402","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)",1,1
"1403","Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage",1,1
"1404","Undecaprenyl-diphosphatase (EC 3.6.1.27)",1,1
"1405","Dihydroneopterin aldolase (EC 4.1.2.25)",1,1
"1406","Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)",1,1
"1407","N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)",1,1
"1408","SSU ribosomal protein S21p",1,1
"1409","Transamidase GatB domain protein",1,1
"1410","DNA primase DnaG",1,1
"1411","RNA polymerase sigma factor RpoD",1,1
"1412","DnaJ-like protein DjlA",1,1
"1413","LPS-assembly protein LptD @ Organic solvent tolerance protein precursor",1,1
"1414","Periplasmic chaperone and peptidyl-prolyl cis-trans isomerase of outer membrane proteins SurA (EC 5.2.1.8)",1,1
"1415","4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)",1,1
"1416","SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)",1,1
"1417","ApaG protein",1,1
"1418","Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41)",1,1
"1419","Dihydrofolate reductase (EC 1.5.1.3)",1,1
"1420","FIG001826: putative inner membrane protein",1,1
"1421","FIG023911: putative membrane protein",1,1
"1422","GTP-binding protein Obg",1,1
"1423","LSU ribosomal protein L27p",1,1
"1424","LSU ribosomal protein L21p",1,1
"1425","Octaprenyl diphosphate synthase (EC 2.5.1.90)",1,1
"1426","Putative hemolysin",1,1
"1427","Heavy metal sensor histidine kinase",1,0
"1428","DNA-binding heavy metal response regulator",1,1
"1429","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)",1,1
"1430","Transcriptional regulator of glmS gene, DeoR family",1,1
"1431","Transcriptional regulator LuxZ",1,1
"1432","Protein of unknown function DUF541",1,1
"1433","Transcriptional regulator ArgP, LysR family",1,1
"1434","Arginine exporter protein ArgO",1,1
"1435","FIG042921: similarity to aminoacyl-tRNA editing enzymes YbaK, ProX",1,1
"1436","Protein involved in stability of MscS mechanosensitive channel",1,1
"1437","Fructose-bisphosphate aldolase class II (EC 4.1.2.13)",1,1
"1438","Phosphoglycerate kinase (EC 2.7.2.3)",1,1
"1439","D-erythrose-4-phosphate dehydrogenase (EC 1.2.1.72)",1,1
"1440","Transketolase (EC 2.2.1.1)",1,1
"1441","S-adenosylmethionine synthetase (EC 2.5.1.6)",1,1
"1442","Putative cytochrome c oxidase, subunit I",1,1
"1443","Protein SprT",1,1
"1444","Endonuclease I precursor (EC 3.1.21.1) @ Extracellular deoxyribonuclease Dns (EC 3.1.21.-)",1,1
"1445","16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)",1,1
"1446","Glutathione synthetase (EC 6.3.2.3)",1,1
"1447","UPF0301 protein YqgE",1,1
"1448","Putative pre-16S rRNA nuclease YqgF",1,1
"1449","Type IV pilus assembly ATPase component PilU",1,1
"1450","Twitching motility protein PilT",1,1
"1451","Pyridoxal phosphate-containing protein YggS",1,1
"1452","Pyrroline-5-carboxylate reductase (EC 1.5.1.2)",1,1
"1453","Cell division integral membrane protein, YggT and half-length relatives",1,1
"1454","UPF0235 protein VC0458",1,1
"1455","Structural protein P5",1,0
"1456","Outer membrane receptor protein",1,0
"1457","FIG01203863: hypothetical protein",1,0
"1458","FIG01204259: hypothetical protein",1,0
"1459","FIG01200741: hypothetical protein",1,0
"1460","FIG00921488: hypothetical protein",1,0
"1461","FIG003551: hypothetical protein",1,1
"1462","Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.66)",1,1
"1463","Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW",1,1
"1464","Glutaminase (EC 3.5.1.2)",1,1
"1465","tRNA (guanine(46)-N(7))-methyltransferase (EC 2.1.1.33)",1,1
"1466","A/G-specific adenine glycosylase (EC 3.2.2.-)",1,1
"1467","FIG001341: Probable Fe(2+)-trafficking protein YggX",1,1
"1468","Membrane-bound lytic murein transglycosylase C (EC 3.2.1.n1)",1,1
"1469","tRNA-Phe-GAA",1,1
"1470","tRNA-Thr-TGT",1,1
"1471","TldD protein, part of TldE/TldD proteolytic complex",1,1
"1472","FIG003879: Uncharacterized subgroup of the nitrilase superfamily",1,1
"1473","FIG005080: Possible exported protein",1,1
"1474","Ribonuclease G",1,1
"1475","Septum formation protein Maf",1,1
"1476","Rod shape-determining protein MreD",1,1
"1477","Rod shape-determining protein MreC",1,1
"1478","Rod shape-determining protein MreB",1,1
"1479","MSHA biogenesis protein MshQ",1,1
"1480","MSHA biogenesis protein MshP",1,1
"1481","MSHA biogenesis protein MshO",1,1
"1482","MSHA pilin protein MshD",1,1
"1483","MSHA pilin protein MshC",1,1
"1484","MSHA pilin protein MshA",1,1
"1485","MSHA pilin protein MshB",1,1
"1486","MSHA biogenesis protein MshF",1,1
"1487","MSHA biogenesis protein MshG",1,1
"1488","MSHA biogenesis protein MshE",1,1
"1489","MSHA biogenesis protein MshN",1,1
"1490","MSHA biogenesis protein MshM",1,1
"1491","MSHA biogenesis protein MshL",1,1
"1492","MSHA biogenesis protein MshK",1,1
"1493","MSHA biogenesis protein MshJ",1,1
"1494","MSHA biogenesis protein MshI",1,1
"1495","MSHA biogenesis protein MshH",1,1
"1496","Single-stranded DNA-binding protein",1,1
"1497","Transcriptional regulator, LuxR family",1,1
"1498","UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)",1,1
"1499","Excinuclease ABC subunit A",1,1
"1500","Lipid A core-O-antigen ligase",1,1
"1501","Serine--pyruvate aminotransferase (EC 2.6.1.51) / L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)",1,1
"1502","Aspartokinase (EC 2.7.2.4)",1,1
"1503","TldE protein, part of TldE/TldD proteolytic complex",1,1
"1504","UPF0307 protein YjgA",1,1
"1505","Thiamin ABC transporter, ATPase component",1,1
"1506","Thiamin ABC transporter, transmembrane component",1,1
"1507","Thiamin ABC transporter, substrate-binding component",1,1
"1508","Flavin prenyltransferase UbiX",1,1
"1509","UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase (EC 6.3.2.-)",1,1
"1510","Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)",1,1
"1511","Inorganic pyrophosphatase (EC 3.6.1.1)",1,1
"1512","UPF0131 protein YtfP",1,1
"1513","Inner membrane component of TAM transport system",1,1
"1514","Outer membrane component of TAM transport system",1,1
"1515","Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11)",1,1
"1516","Uncharacterized protein YtfK",1,1
"1517","Protein ytfJ precursor",1,1
"1518","FIG01201388: hypothetical protein",1,1
"1519","Predicted zinc-binding protein",1,1
"1520","FIG003461: hypothetical protein",1,1
"1521","FIG01202496: hypothetical protein",1,1
"1522","FIG01200110: hypothetical protein",1,1
"1523","Glucose-6-phosphate isomerase (EC 5.3.1.9)",1,1
"1524","UPF0047 protein YjbQ",1,1
"1525","Alanine racemase (EC 5.1.1.1)",1,1
"1526","Replicative DNA helicase (DnaB) (EC 3.6.4.12)",1,1
"1527","LSU ribosomal protein L9p",1,1
"1528","SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent",1,1
"1529","SSU ribosomal protein S6p",1,1
"1530","Bacterioferritin (EC 1.16.3.1)",1,1
"1531","Bacterioferritin-associated ferredoxin",1,1
"1532","Translation elongation factor Tu",1,0
"1533","Translation elongation factor G",1,1
"1534","SSU ribosomal protein S7p (S5e)",1,1
"1535","SSU ribosomal protein S12p (S23e)",1,1
"1536","tRNA 5-methylaminomethyl-2-thiouridine synthase subunit TusB",1,1
"1537","tRNA 5-methylaminomethyl-2-thiouridine synthase subunit TusC",1,1
"1538","tRNA 5-methylaminomethyl-2-thiouridine synthase subunit TusD",1,1
"1539","YheO-like PAS domain",1,1
"1540","FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8)",1,1
"1541","Protein SlyX",1,1
"1542","Putative inner membrane protein YjeT (clustered with HflC)",1,1
"1543","HflC protein",1,1
"1544","HflK protein",1,1
"1545","Ribosome LSU-associated GTP-binding protein HflX",1,1
"1546","RNA-binding protein Hfq",1,1
"1547","tRNA dimethylallyltransferase (EC 2.5.1.75)",1,1
"1548","DNA mismatch repair protein MutL",1,1
"1549","N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)",1,1
"1550","tRNA threonylcarbamoyladenosine biosynthesis protein TsaE",1,1
"1551","Epoxyqueuosine reductase (EC 1.17.99.6) QueG",1,1
"1552","3'-to-5' oligoribonuclease (orn)",1,1
"1553","Ribosome small subunit biogenesis RbfA-release protein RsgA",1,1
"1554","Phosphatidylserine decarboxylase (EC 4.1.1.65)",1,1
"1555","Sodium-dependent anion transporter family",1,1
"1556","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12)",1,1
"1557","Murein hydrolase activator EnvC",1,1
"1558","Uroporphyrinogen III decarboxylase (EC 4.1.1.37)",1,1
"1559","NADH pyrophosphatase (EC 3.6.1.22), decaps 5'-NAD modified RNA",1,1
"1560","Regulator of sigma D",1,1
"1561","DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)",1,1
"1562","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)",1,1
"1563","LSU ribosomal protein L7p/L12p (P1/P2)",1,1
"1564","LSU ribosomal protein L10p (P0)",1,1
"1565","LSU ribosomal protein L1p (L10Ae)",1,1
"1566","LSU ribosomal protein L11p (L12e)",1,1
"1567","Transcription antitermination protein NusG",1,1
"1568","Protein translocase subunit SecE",1,1
"1569","tRNA-Thr-GGT",1,1
"1570","tRNA-Gly-TCC",1,1
"1571","Pantothenate kinase (EC 2.7.1.33)",1,1
"1572","Predicted membrane protein",1,1
"1573","5-carboxymethyl-2-hydroxymuconate delta-isomerase (EC 5.3.3.10)",1,1
"1574","Triosephosphate isomerase (EC 5.3.1.1)",1,1
"1575","Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps",1,1
"1576","Ribonuclease E inhibitor RraA",1,1
"1577","1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)",1,1
"1578","Translation elongation factor P",1,1
"1579","Lysine 2,3-aminomutase (EC 5.4.3.2)",1,1
"1580","Mg(2+)-transport-ATPase-associated protein MgtC",1,1
"1581","6-phosphofructokinase (EC 2.7.1.11)",1,1
"1582","Ferrous-iron efflux pump FieF",1,1
"1583","P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein",1,1
"1584","Copper sensory histidine kinase CpxA",1,1
"1585","Superoxide dismutase [Mn] (EC 1.15.1.1)",1,1
"1586","tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207)",1,1
"1587","Tryptophanyl-tRNA synthetase (EC 6.1.1.2)",1,1
"1588","Phosphoglycolate phosphatase (EC 3.1.3.18)",1,1
"1589","Ribulose-phosphate 3-epimerase (EC 5.1.3.1)",1,1
"1590","Methyl-directed repair DNA adenine methylase (EC 2.1.1.72)",1,1
"1591","Septum-associated cell division protein DamX",1,1
"1592","3-dehydroquinate synthase (EC 4.2.3.4)",1,1
"1593","Shikimate kinase I (EC 2.7.1.71)",1,1
"1594","Type IV pilus biogenesis protein PilQ",1,1
"1595","Type IV pilus biogenesis protein PilP",1,1
"1596","Type IV pilus biogenesis protein PilO",1,1
"1597","Type IV pilus biogenesis protein PilN",1,1
"1598","Type IV pilus biogenesis protein PilM",1,1
"1599","Hydrogen peroxide-inducible genes activator => OxyR",1,1
"1600","Hybrid peroxiredoxin hyPrx5 (EC 1.11.1.15)",1,1
"1601","Dihydrolipoamide dehydrogenase (EC 1.8.1.4)",1,1
"1602","RidA/YER057c/UK114 superfamily, group 2, YoaB-like protein",1,1
"1603","FIG01199674: hypothetical protein",1,1
"1604","Argininosuccinate lyase (EC 4.3.2.1) / N-acetylglutamate synthase (EC 2.3.1.1)",1,1
"1605","Argininosuccinate synthase (EC 6.3.4.5)",1,1
"1606","N-acetylglutamate kinase (EC 2.7.2.8)",1,1
"1607","N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)",1,1
"1608","N-acetylornithine deacetylase (EC 3.5.1.16)",1,1
"1609","tRNA-Asp-GTC",1,1
"1610","5S rRNA ## 5S ribosomal RNA",1,1
"1611","LSU rRNA ## 23S rRNA, large subunit ribosomal RNA",1,1
"1612","tRNA-Val-TAC",1,1
"1613","tRNA-Lys-TTT",1,1
"1614","tRNA-Glu-TTC",1,1
"1615","SSU rRNA ## 16S rRNA, small subunit ribosomal RNA",1,1
"1616","tRNA-Ala-TGC",1,1
"1617","tRNA-Ile-GAT",1,1
"1618","RNA-binding protein",1,1
"1619","Glutamate racemase (EC 5.1.1.3)",1,1
"1620","conserved hypothetical protein [Pyrococcus horikoshii] COG2102: Predicted ATPases of PP-loop superfamily IPR002761: Domain of unknown function DUF71: B12 cluster",1,1
"1621","Outer membrane vitamin B12 receptor BtuB",1,1
"1622","tRNA (uracil(54)-C5)-methyltransferase (EC 2.1.1.35) @ tmRNA (uracil(341)-C5)-methyltransferase",1,1
"1623","Inner membrane protein YijD",1,1
"1624","Unsaturated fatty acid biosythesis repressor FabR, TetR family",1,1
"1625","Soluble pyridine nucleotide transhydrogenase (EC 1.6.1.1)",1,1
"1626","DNA-damage-inducible protein F",1,1
"1627","Uncharacterized SAM-dependent O-methyltransferase",1,1
"1628","SOS-response repressor and protease LexA (EC 3.4.21.88)",1,1
"1629","Diacylglycerol kinase (EC 2.7.1.107)",1,1
"1630","Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)",1,1
"1631","4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.39)",1,1
"1632","Chorismate--pyruvate lyase (EC 4.1.3.40)",1,1
"1633","Similar to flagellar basal body-associated protein FliL",1,1
"1634","Rhomboid protease GlpG (EC 3.4.21.105)",1,1
"1635","Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)",1,1
"1636","RNA polymerase sigma factor RpoH",1,1
"1637","Cell-division-associated, ABC-transporter-like signaling protein FtsX",1,1
"1638","Cell-division-associated, ABC-transporter-like signaling protein FtsE",1,1
"1639","Signal recognition particle receptor FtsY",1,1
"1640","16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)",1,1
"1641","FIG01199926: hypothetical protein",1,1
"1642","MarC family integral membrane protein",1,1
"1643","FIG01200152: hypothetical protein",1,1
"1644","Putative inner membrane protein",1,1
"1645","FIG01199573: hypothetical protein",1,1
"1646","FIG01199558: hypothetical protein",1,1
"1647","5-oxo-L-prolinase, putative",1,1
"1648","FIG01201461: hypothetical protein",1,1
